left_knee,right_knee,left_hip,right_hip,left_shoulder,right_shoulder,left_elbow,right_elbow,symmetry,age,experience,previous_injuries,movement,risk
170.26223044935685,166.828799328632,131.55915675306423,133.6600863912912,135.7358426579895,133.4332913530384,129.7092997760989,130.19733903468034,83.87371395667557,17,8,1,Excellent,LOW
135.56779815252773,130.49571210595545,150.63967753033762,146.65224004885306,162.29553298133717,158.51677023119146,96.07467282956976,105.28632042046222,63.110613763158284,27,11,2,Good,MEDIUM
120.4108852922472,113.35941757676304,134.57910366633172,138.01150927418098,175.03881452773456,169.76142297118494,133.35207579026866,132.44709491423396,94.91783343505634,23,16,2,Good,MEDIUM
154.3077496954854,154.46671647912711,175.16819063180125,175.20223606872992,158.79989514702982,157.66663388369938,143.59339716400314,144.08161290201517,61.76661750840401,31,6,0,Excellent,LOW
113.54315088455002,116.81708982310417,131.69729892928993,132.09884189202793,161.8452160348104,163.63177496087874,167.68465961322943,166.83157010936625,97.77065956453735,33,19,2,Good,MEDIUM
134.1357763777117,142.90004039995057,162.5083675221614,163.5285704137371,141.88183496743835,138.45873596978808,160.7998685218625,171.76738188294215,81.210605305396,38,11,2,Excellent,LOW
123.64677533729578,129.4346868747107,145.9376251466035,146.5272894761382,157.55348258622055,158.6216836496976,108.6367579802907,112.19528116278444,60.97603126226152,25,1,1,Good,MEDIUM
100.01781426819134,98.26715158898052,176.62949547126266,173.07049018559854,124.20178234484825,134.5926009177858,111.73495768552033,109.13347390924022,75.93149535902542,22,19,0,Excellent,LOW
154.9203855388484,154.8849294482229,144.85014382274412,144.4461255604963,171.1693093015141,173.83813367564144,112.18125165574189,118.63713093865167,96.41356408230138,30,8,2,Excellent,LOW
128.82449853697614,124.54218621826746,177.49805919751128,179.54592890688272,167.18070086493313,166.51780865234667,160.32946460497317,157.02712523290333,97.7892808916564,26,12,1,Excellent,LOW
112.52754595690564,113.19335478975786,160.38683974394297,161.86419353596742,150.76131066099052,148.21035072398524,107.63889672561403,105.51490890560676,67.45753048577018,18,5,0,Good,MEDIUM
104.33820074225473,102.84460366874845,167.91192378520458,164.3912131641682,161.76123708322754,163.13571144136841,107.95524574693286,106.4490351428438,68.95270459290492,30,8,3,Poor,HIGH
143.50646558783583,141.0553108258983,174.43740399344887,173.2742993136409,177.3390898937852,178.48255145668483,142.41935845112175,143.75718561106984,82.03429482436557,17,14,1,Excellent,LOW
119.48153378202447,119.34902589052928,134.0523107953824,139.43598438593577,133.21099211698868,131.140546920844,158.09655312390151,158.9917049304571,79.80586108055897,34,2,3,Good,MEDIUM
149.65840075799235,154.07325623555474,166.6954959476851,167.09319415157944,151.2756187308249,149.7624471966768,102.58725277620208,104.77437019286303,66.41600421320288,28,10,0,Excellent,LOW
152.31035962519627,156.34444292431058,167.63583197788205,172.2308983816048,129.51630631758442,128.03501284319523,149.48066050332864,146.14642455421156,66.43039584193232,19,1,1,Good,MEDIUM
156.7476852838701,153.61930254278025,134.20491122339922,132.35985718937982,139.58601459019758,135.62129335175737,120.1356289589439,120.75325806679066,60.362896186109,28,2,3,Good,MEDIUM
108.02354791202188,109.0210826468649,178.14960019294972,182.88196003224013,140.51232996232116,142.94391600118732,98.20077823925433,98.94721473187977,97.48913948945804,19,17,3,Good,MEDIUM
122.57226752101121,121.12043840513638,159.10852300881368,159.63244081691715,140.7529834171774,138.832455946394,159.7229444921901,160.23415528165722,98.93955876709587,27,3,2,Excellent,LOW
109.7564680097974,116.01856412673476,164.16476883032527,163.9675180471063,146.7541623826049,140.96210678093993,103.08990569533353,94.2946818688532,91.79238194999718,26,19,3,Good,MEDIUM
106.1785784211882,110.6659911788956,143.66297634991048,147.59460782398713,177.0518137350246,176.16216262120236,165.4892736134079,160.90143909847416,76.78909267704489,35,5,2,Good,MEDIUM
120.56614017615026,120.38379611072827,174.70496018395673,175.4349785319248,133.79727635346518,128.7911186567034,159.14865998717096,164.923718403464,78.9283962676623,23,13,0,Excellent,LOW
165.1467375966708,167.97759976166927,172.23916140584438,174.40678164671462,165.66143945657993,161.8839643464077,92.60209435930015,93.89507741093607,96.83391391262748,18,19,1,Excellent,LOW
134.65729680742456,128.95279467674737,157.9206336291599,159.73912890099427,133.53240854662414,135.31102928929198,116.07403711616598,112.09261566046992,83.61055755542489,23,10,3,Excellent,LOW
134.1415111811351,132.33228590413879,160.00102740596517,152.7293894260783,137.49975472255818,140.6429553571615,152.388079111468,154.08990935860785,61.58475301393429,37,18,3,Good,MEDIUM
110.9441555526359,111.59520386833182,130.918381847027,128.18299838077294,148.9413828930955,146.50340056582326,152.0643788634365,147.47841403303823,97.64950016929546,16,1,0,Good,MEDIUM
106.5899874358625,105.51324290913693,133.92892485775104,133.67050952130094,143.81539657209578,144.5970377120823,145.15719753098125,140.90666642131686,92.0234679643633,17,9,2,Good,MEDIUM
150.2789093765809,151.12118128709525,160.8302290931237,163.47111784088347,156.77665049193635,158.26449009497034,165.7880370104831,165.100310249025,85.01218640855791,35,14,2,Excellent,LOW
136.32988356805305,138.93552069176113,159.8737931315965,165.8034259527812,167.02995320513173,164.7111495592372,103.11995847915978,103.02353896654976,77.54428865958154,33,11,2,Excellent,LOW
148.77206394050904,158.2463004524258,146.4508718907331,145.17875614473462,148.2109555617999,150.49573124407175,124.69242671651111,126.19343173898598,61.746466308294444,27,17,1,Excellent,LOW
153.9401333704198,154.0921472830926,139.97712254645725,140.33721652661202,160.81369454587747,159.78418839618408,159.46180043267043,152.78746413716007,89.08676279065233,39,19,0,Excellent,LOW
125.94512444102222,119.69789699544033,166.26288302075682,172.26809432834722,149.20013648548218,142.66832736331423,137.38802628746896,135.09695258927485,96.49453382466764,27,2,0,Excellent,LOW
134.93596052651864,132.97780275175262,168.80001035177148,170.66767935179922,144.3186109851446,150.95840139604576,119.82789097511476,124.93046890561786,80.50460820823221,20,4,1,Excellent,LOW
136.9208392336026,139.09523985198032,152.26526275013327,151.15341975387497,150.8890412357814,155.48410403726982,103.08190980680182,96.12305469168942,75.64326146607043,17,2,0,Excellent,LOW
100.67728030971627,107.54434223097381,149.8329888171781,154.44582349740023,134.22167142650017,135.9542505034278,125.3619499026286,124.16391334993976,73.23557451956688,25,11,1,Good,MEDIUM
110.93174261835638,119.69074376959313,177.42916774257168,173.64940784345222,135.15166692452516,129.96565985460185,138.44305261159064,132.3926706082354,74.26928212160007,27,4,0,Good,MEDIUM
163.3127836726898,164.76340616169446,173.41356402566294,177.30977953749434,132.35047260220608,131.04294948348746,94.56694848714518,92.36315602928347,81.24678112004128,35,0,2,Good,MEDIUM
116.852588272951,117.61633927604426,164.41039329332978,161.7267035960884,143.84273930786406,151.72941430971133,91.39038321483837,90.53784186816908,72.92522628281114,22,14,2,Poor,HIGH
136.66349351926903,133.17895846311896,131.4986794936339,132.7088495636961,138.47579649547146,134.72192485464805,143.87459466599338,146.4516673040306,98.79648184429081,16,7,0,Excellent,LOW
133.28126644784282,132.51853684478945,164.63129761130824,165.28359623084742,170.2869173788866,170.8885929994609,129.7739811206742,131.2338251305391,84.71388960804856,23,14,3,Excellent,LOW
157.63895233928434,158.4321098487718,175.9338898496752,175.15507238232678,156.03657255277417,159.39331202363942,117.88589337935764,125.14738411866526,66.37149780971221,21,8,0,Excellent,LOW
130.5180970542153,131.80352591601638,158.3508130493334,159.61657531203926,164.3069525550796,163.330326013917,116.16265292505909,120.01900159821253,86.70373542254339,21,1,1,Excellent,LOW
165.84183692809955,169.00143724825105,148.78361259408632,147.60933604402612,137.81215647361685,132.4500420600868,140.41669986633153,145.07443845030315,84.39327221994779,30,18,3,Excellent,LOW
141.13747912386077,145.39174200140485,152.22097263756007,158.9593595353681,120.88002342277584,116.12607653507011,141.40607751577517,142.65439519105385,90.37377311691463,24,2,0,Excellent,LOW
164.7500237178869,154.7524008583926,131.28210329032177,138.154931008094,140.47486965756937,134.916579790515,136.4137895381866,129.83219455035902,81.34410186907513,30,10,3,Excellent,LOW
141.206067882284,144.62566940076684,156.06170662426672,158.9999393267689,169.3436051290235,173.0101189936536,95.70242160441312,95.06343504295225,98.1864012013323,19,10,2,Excellent,LOW
104.52005427171706,103.76446752057916,135.07104142246084,136.73026125178228,149.15230555117955,145.67001508613254,114.58319719410292,110.6461076929329,92.12103591330654,18,7,3,Good,MEDIUM
106.72197543662065,103.85451055519029,178.83626193312895,183.5123016633959,169.3904409357396,165.15588353815127,158.75326346244714,159.00592529967582,91.99124381696086,22,16,1,Excellent,LOW
113.89213349105573,113.31675040740788,134.35194812938292,136.74057455474048,168.94491861025685,170.85293348783713,98.98434755289753,89.8766967604991,60.103360593799295,37,8,1,Good,MEDIUM
115.903362993117,110.29294190591823,171.99306514333603,177.24179537289683,174.00138740388067,169.02593446231552,152.44204121950895,149.67042042832531,70.99224142192544,34,3,3,Poor,HIGH
150.35685021479608,152.7035630489164,137.48519839784788,139.52821711407256,145.4366887747981,143.64810292526246,159.5407699720842,157.19654156460172,78.91567862532729,36,16,1,Excellent,LOW
101.77289395347523,106.6712317039798,157.3348706357035,162.20506032260064,133.91682576695854,139.75480018049262,129.74134870873354,123.00010495368578,99.51142080859549,18,6,0,Excellent,LOW
150.6880933815532,143.21529178173262,166.2258425699309,160.30343022492323,120.94926550593495,125.11970084848089,138.25755281706978,136.17813925087475,73.48908531021681,22,12,1,Excellent,LOW
119.867158542755,124.389971777213,150.05939570194914,155.2065012051323,142.01736475228805,146.66505916087638,125.39279491845356,119.18667273145286,93.27452453005688,20,11,2,Good,MEDIUM
148.01261678711245,150.53778192015312,164.00659655517256,159.33674864278214,133.84975134924073,128.4207304259336,94.18711006292067,93.43078418627317,75.13905693943477,21,16,2,Excellent,LOW
154.79878826794345,151.97874084490982,158.1148407938955,157.94753356092238,177.4575170703228,179.61254104010828,106.07469509272451,102.39200072040704,81.43310737892325,38,15,3,Excellent,LOW
126.06786431792366,130.43310480030075,176.35889097397262,178.18630533669415,134.0785249113272,129.7092738526369,169.39868017267003,168.1330463738908,97.08003871697181,27,0,0,Excellent,LOW
150.36688327097778,149.4205618680612,169.39509941461324,168.20591790946983,171.8811715220124,172.50288084498416,102.74432164951843,112.60725747119814,62.524361323166005,19,0,2,Good,MEDIUM
119.73344274331322,116.91629191054847,176.84789115155314,176.13124890795336,153.22813444274257,149.83573964538564,125.77620324038685,119.37212604957983,84.02377333442469,38,5,2,Good,MEDIUM
158.9706967567821,165.729458410217,149.55213815290873,155.2312473946437,150.06917995092059,153.6149727389856,140.23600422181087,131.06009886167652,86.97215225636194,25,13,1,Excellent,LOW
110.59585369566294,112.90832208555851,146.12639889232076,144.55919248963968,121.37362949856721,119.63718878058329,166.58583103156698,164.4107132986736,82.92165715723397,25,1,0,Good,MEDIUM
135.95158301033888,139.60108146619035,136.95990123087648,132.16676547155626,173.89569763756236,171.83067357381387,166.22380220810356,169.9509065977384,93.00803069662273,28,1,3,Good,MEDIUM
135.8675517286054,129.54252144492747,133.9982697179651,134.10660024395548,166.60341782830156,167.57088463435574,164.91593391069284,161.03783835261294,95.0442077039217,21,10,1,Excellent,LOW
145.1914872882149,139.9423697468592,158.22205453394412,153.53409017814587,131.50694733551163,131.19063234508621,150.34028354750905,144.4191471546792,84.7799100563035,30,8,2,Excellent,LOW
117.93850781619442,115.48489716203066,164.6080670847066,163.7006580252422,123.73750788780376,124.37980381200322,155.1176215604815,155.12980564109515,84.60877752924043,35,19,3,Good,MEDIUM
139.52810979337386,135.3522184333808,174.33021076202334,173.70332930002726,146.98707892927936,144.95864735274893,123.13038020231417,118.44621278561075,93.10151582267497,20,4,1,Excellent,LOW
118.64351932862066,117.71283169454067,169.51688679300742,166.37745296513413,154.92889378679834,150.95506888257162,139.5158554406177,141.83345239731372,72.94001579645895,33,12,0,Good,MEDIUM
114.9142208331472,109.36243659088103,162.3045061731254,160.01778178673663,149.96003009871708,147.21236707554712,100.17598101499597,98.34311493779367,94.58641568561671,31,17,3,Good,MEDIUM
160.80144459896997,164.84905784627693,149.61968607642373,150.58284307642023,177.3733314389369,179.23351328299762,154.71067693090623,155.3772882451603,63.05667437752206,16,9,1,Excellent,LOW
102.88197617217438,102.528605536138,161.86007384041403,164.62412264937353,159.56123533234697,160.66740999991762,139.11468678080496,142.31268379482154,62.6660816224276,39,12,2,Poor,HIGH
107.92701099297055,107.80654912457015,132.39154101970527,133.16919507473506,122.2813108942473,125.45353641687701,154.170444650207,159.0814536894842,64.21470135811224,32,4,3,Poor,HIGH
155.31312695942552,149.92462180130673,147.4851614872925,144.57031937176052,166.47921187087093,162.29156794014318,103.92874682672675,106.07535783683589,63.935825988535896,37,7,3,Good,MEDIUM
131.8222664413666,131.9413834943051,174.94504120031178,172.40110156734576,166.94909547383628,163.5035606644093,95.54034450286879,92.01849664357917,98.39306072303717,38,17,1,Excellent,LOW
159.9035643740931,165.72603913441756,167.4036589714766,172.8014736965336,168.70618728540825,165.2912411466686,117.06140047955986,118.49823808139122,97.12334561304199,38,8,0,Excellent,LOW
128.19946674559836,119.53688583198186,138.18419007326509,141.10697673965151,136.4274784508464,137.26975858668024,129.68382709439092,131.733825303277,60.50859559947574,36,2,1,Good,MEDIUM
161.19602042264628,160.52753356750063,167.75209643731392,168.59983628877882,147.6323698364484,149.5962696430014,152.11579571997797,155.05530686417723,86.24647350724285,26,10,0,Excellent,LOW
170.30410498728392,171.90285679429448,170.88926649284724,168.93519581147174,132.8106819786403,137.76381426437484,148.62412358130004,148.7092098882443,81.68948821967393,16,2,2,Excellent,LOW
107.94480344188698,111.95261251305405,151.6900256127386,152.30510567392423,129.65089043746477,134.95812811763273,149.3369649210344,150.32507149545484,95.25803118700085,19,7,2,Good,MEDIUM
130.11207368959663,127.78997989037774,157.7542474651143,159.51998267837612,163.9842777617805,159.20074551363976,118.43076549485914,120.20917616773971,91.35167137941589,35,3,1,Excellent,LOW
